en,fr,it,de,es,ko,kana,pt
Moon Balls,Lune Balls,Luna Ball,Mondbälle,Luna Balls,문볼,ムーンボール,Moon Balls
Sport Balls,Compét’Balls,Gara Ball,Turnierbälle,Competi Balls,콤페볼,コンペボール,Sport Balls
Park Balls,Parc Balls,Parco Ball,Parkbälle,Parque Balls,파크볼,パークボール,Park Balls
Photo Albums,Albums Photo,Album,Fotoalben,Álbumes,포토앨범,フォトアルバム,Photo Albums
GB Sounds,Lecteurs GB,Lettori GB,GB-Player,Lectores GB,GB플레이어,ＧＢプレイヤー,GB Sounds
Tidal Bells,Glas Tempête,Campane Onda,Gischtglocken,Cascabeles Oleaje,해명의방울,うみなりのスズ,Tidal Bells
Rage Candy Bars,Bonbons Rage,Iramelle,Wutkekse,Caramelos Furia,분노의호두과자,いかりまんじゅう,Rage Candy Bars
Data Card 01s,Cartes Mémo01,Schede Dati 01,Datenkarten01,Tarjetas Datos 01,데이터카드01,データカード０１,Data Card 01s
Data Card 02s,Cartes Mémo02,Schede Dati 02,Datenkarten02,Tarjetas Datos 02,데이터카드02,データカード０２,Data Card 02s
Data Card 03s,Cartes Mémo03,Schede Dati 03,Datenkarten03,Tarjetas Datos 03,데이터카드03,データカード０３,Data Card 03s
Data Card 04s,Cartes Mémo04,Schede Dati 04,Datenkarten04,Tarjetas Datos 04,데이터카드04,データカード０４,Data Card 04s
Data Card 05s,Cartes Mémo05,Schede Dati 05,Datenkarten05,Tarjetas Datos 05,데이터카드05,データカード０５,Data Card 05s
Data Card 06s,Cartes Mémo06,Schede Dati 06,Datenkarten06,Tarjetas Datos 06,데이터카드06,データカード０６,Data Card 06s
Data Card 07s,Cartes Mémo07,Schede Dati 07,Datenkarten07,Tarjetas Datos 07,데이터카드07,データカード０７,Data Card 07s
Data Card 08s,Cartes Mémo08,Schede Dati 08,Datenkarten08,Tarjetas Datos 08,데이터카드08,データカード０８,Data Card 08s
Data Card 09s,Cartes Mémo09,Schede Dati 09,Datenkarten09,Tarjetas Datos 09,데이터카드09,データカード０９,Data Card 09s
Data Card 10s,Cartes Mémo10,Schede Dati 10,Datenkarten10,Tarjetas Datos 10,데이터카드10,データカード１０,Data Card 10s
Data Card 11s,Cartes Mémo11,Schede Dati 11,Datenkarten11,Tarjetas Datos 11,데이터카드11,データカード１１,Data Card 11s
Data Card 12s,Cartes Mémo12,Schede Dati 12,Datenkarten12,Tarjetas Datos 12,데이터카드12,データカード１２,Data Card 12s
Data Card 13s,Cartes Mémo13,Schede Dati 13,Datenkarten13,Tarjetas Datos 13,데이터카드13,データカード１３,Data Card 13s
Data Card 14s,Cartes Mémo14,Schede Dati 14,Datenkarten14,Tarjetas Datos 14,데이터카드14,データカード１４,Data Card 14s
Data Card 15s,Cartes Mémo15,Schede Dati 15,Datenkarten15,Tarjetas Datos 15,데이터카드15,データカード１５,Data Card 15s
Data Card 16s,Cartes Mémo16,Schede Dati 16,Datenkarten16,Tarjetas Datos 16,데이터카드16,データカード１６,Data Card 16s
Data Card 17s,Cartes Mémo17,Schede Dati 17,Datenkarten17,Tarjetas Datos 17,데이터카드17,データカード１７,Data Card 17s
Data Card 18s,Cartes Mémo18,Schede Dati 18,Datenkarten18,Tarjetas Datos 18,데이터카드18,データカード１８,Data Card 18s
Data Card 19s,Cartes Mémo19,Schede Dati 19,Datenkarten19,Tarjetas Datos 19,데이터카드19,データカード１９,Data Card 19s
Data Card 20s,Cartes Mémo20,Schede Dati 20,Datenkarten20,Tarjetas Datos 20,데이터카드20,データカード２０,Data Card 20s
Data Card 21s,Cartes Mémo21,Schede Dati 21,Datenkarten21,Tarjetas Datos 21,데이터카드21,データカード２１,Data Card 21s
Data Card 22s,Cartes Mémo22,Schede Dati 22,Datenkarten22,Tarjetas Datos 22,데이터카드22,データカード２２,Data Card 22s
Data Card 23s,Cartes Mémo23,Schede Dati 23,Datenkarten23,Tarjetas Datos 23,데이터카드23,データカード２３,Data Card 23s
Data Card 24s,Cartes Mémo24,Schede Dati 24,Datenkarten24,Tarjetas Datos 24,데이터카드24,データカード２４,Data Card 24s
Data Card 25s,Cartes Mémo25,Schede Dati 25,Datenkarten25,Tarjetas Datos 25,데이터카드25,データカード２５,Data Card 25s
Data Card 26s,Cartes Mémo26,Schede Dati 26,Datenkarten26,Tarjetas Datos 26,데이터카드26,データカード２６,Data Card 26s
Data Card 27s,Cartes Mémo27,Schede Dati 27,Datenkarten27,Tarjetas Datos 27,데이터카드27,データカード２７,Data Card 27s
Jade Orbs,Orbes Verts,Sfere Verdi,Grüne Kugeln,Esferas Verdes,연둣빛구슬,もえぎいろのたま,Jade Orbs
Lock Capsules,Poké Écrins,Capsule Scrigno,Tresorkapseln,Cápsulas Candado,록캡슐,ロックカプセル,Lock Capsules
Red Orbs,Gemmes Rouges,Gemme rosse,Rote Edelsteine,Prismas Rojos,주홍구슬,べにいろのたま,Red Orbs
Blue Orbs,Gemmes Bleues,Gemme blu,Blaue Edelsteine,Prismas Azules,쪽빛구슬,あいいろのたま,Blue Orbs
Enigma Stones,Mystécristaux,Misticristal,Mytokristalle,Misticristales,수수께끼의수정,なぞのすいしょう,Enigma Stones
Prism Scales,Bel’Écailles,Squame Belle,Schönschuppen,Escamas Bellas,고운비늘,きれいなウロコ,Prism Scales
Eviolites,Évolurocs,Evolcondense,Evolithen,Minerales Evolutivos,진화의휘석,しんかのきせき,Eviolites
Float Stones,Pierrallégées,Pietrelievi,Leichtsteine,Piedras Pómez,가벼운돌,かるいし,Float Stones
Rocky Helmets,Casques Bruts,Bitorzolelmi,Beulenhelme,Cascos Dentados,울퉁불퉁멧,ゴツゴツメット,Rocky Helmets
Air Balloons,Ballons,Palloncini,Luftballons,Globos Helio,풍선,ふうせん,Air Balloons
Red Cards,Cartons Rouges,Cartelrossi,Rote Karten,Tarjetas Rojas,레드카드,レッドカード,Red Cards
Ring Targets,Points de Mire,Facilsagli,Zielscheiben,Blancos,겨냥표적,ねらいのまと,Ring Targets
Binding Bands,Bandes Étreinte,Legafasce,Klammerbänder,Bandas Atadura,조임밴드,しめつけバンド,Binding Bands
Absorb Bulbs,Bulbes,Bulbi,Knollen,Tubérculos,구근,きゅうこん,Absorb Bulbs
Cell Batteries,Piles,Ricaripile,Akkus,Pilas,충전지,じゅうでんち,Cell Batteries
Eject Buttons,Boutons Fuite,Pulsantifuga,Fluchtknöpfe,Botones Escape,탈출버튼,だっしゅつボタン,Eject Buttons
Fire Gems,Joyaux Feu,Bijoufuoco,Feuerjuwelen,Gemas Fuego,불꽃주얼,ほのおのジュエル,Fire Gems
Water Gems,Joyaux Eau,Bijouacqua,Wasserjuwelen,Gemas Agua,물주얼,みずのジュエル,Water Gems
Electric Gems,Joyaux Électrik,Bijouelettro,Elektrojuwelen,Gemas Eléctricas,전기주얼,でんきのジュエル,Electric Gems
Grass Gems,Joyaux Plante,Bijouerba,Pflanzenjuwelen,Gemas Planta,풀주얼,くさのジュエル,Grass Gems
Ice Gems,Joyaux Glace,Bijoughiaccio,Eisjuwelen,Gemas Hielo,얼음주얼,こおりのジュエル,Ice Gems
Fighting Gems,Joyaux Combat,Bijoulotta,Kampfjuwelen,Gemas Lucha,격투주얼,かくとうジュエル,Fighting Gems
Poison Gems,Joyaux Poison,Bijouveleno,Giftjuwelen,Gemas Veneno,독주얼,どくのジュエル,Poison Gems
Ground Gems,Joyaux Sol,Bijouterra,Bodenjuwelen,Gemas Tierra,땅주얼,じめんのジュエル,Ground Gems
Flying Gems,Joyaux Vol,Bijouvolante,Flugjuwelen,Gemas Voladoras,비행주얼,ひこうのジュエル,Flying Gems
Psychic Gems,Joyaux Psy,Bijoupsico,Psychojuwelen,Gemas Psíquicas,에스퍼주얼,エスパージュエル,Psychic Gems
Bug Gems,Joyaux Insecte,Bijoucoleottero,Käferjuwelen,Gemas Bicho,벌레주얼,むしのジュエル,Bug Gems
Rock Gems,Joyaux Roche,Bijouroccia,Gesteinsjuwelen,Gemas Roca,바위주얼,いわのジュエル,Rock Gems
Ghost Gems,Joyaux Spectre,Bijouspettro,Geisterjuwelen,Gemas Fantasma,고스트주얼,ゴーストジュエル,Ghost Gems
Dragon Gems,Joyaux Dragon,Bijoudrago,Drakojuwelen,Gemas Dragón,드래곤주얼,ドラゴンジュエル,Dragon Gems
Dark Gems,Joyaux Ténèbres,Bijoubuio,Unlichtjuwelen,Gemas Siniestras,악주얼,あくのジュエル,Dark Gems
Steel Gems,Joyaux Acier,Bijouacciaio,Stahljuwelen,Gemas Acero,강철주얼,はがねのジュエル,Steel Gems
Normal Gems,Joyaux Normal,Bijounormale,Normaljuwelen,Gemas Normales,노말주얼,ノーマルジュエル,Normal Gems
Health Feathers,Plumes Santé,Piumsalute,Heilfedern,Plumas Vigor,체력날개,たいりょくのハネ,Health Feathers
Muscle Feathers,Plumes Force,Piumpotenza,Kraftfedern,Plumas Músculo,근력날개,きんりょくのハネ,Muscle Feathers
Resist Feathers,Plumes Armure,Piumtutela,Abwehrfedern,Plumas Aguante,저항력날개,ていこうのハネ,Resist Feathers
Genius Feathers,Plumes Esprit,Piumingegno,Geniefedern,Plumas Intelecto,지력날개,ちりょくのハネ,Genius Feathers
Clever Feathers,Plumes Mental,Piumintuito,Espritfedern,Plumas Mente,정신력날개,せいしんのハネ,Clever Feathers
Swift Feathers,Plumes Sprint,Piumreazione,Flinkfedern,Plumas Ímpetu,순발력날개,しゅんぱつのハネ,Swift Feathers
Pretty Feathers,Jolies Plumes,Piumebelle,Prachtfedern,Plumas Bellas,고운날개,きれいなハネ,Pretty Feathers
Cover Fossils,Fossiles Plaques,Fossiltappo,Schildfossilien,Fósiles Tapa,덮개화석,ふたのカセキ,Cover Fossils
Plume Fossils,Fossiles Plumes,Fossilpiuma,Federfossilien,Fósiles Pluma,날개화석,はねのカセキ,Plume Fossils
Liberty Passes,Passes Liberté,Liberticket,Gartenpässe,Tarjetas Libertad,리버티티켓,リバティチケット,Liberty Passes
Pass Orbs,Offrisphères,Passabilie,Transferorbs,Regalosferas,딜구슬,デルダマ,Pass Orbs
Dream Balls,Rêve Balls,Dream Ball,Traumbälle,Ensueño Balls,드림볼,ドリームボール,Dream Balls
Poké Toys,Poké Plumets,Pokégingilli,Pokéwedel,Pokéseñuelos,포켓풀,ポケじゃらし,Poké Toys
Prop Cases,Boîtes Parure,Portagadget,Deko-Boxen,Neceseres,굿즈케이스,グッズケース,Prop Cases
Dragon Skulls,Crânes Dragons,Teschi,Drakoschädel,Cráneos Dragón,드래곤의뼈,ドラゴンのホネ,Dragon Skulls
Balm Mushrooms,Champis Suaves,Profumfunghi,Duftpilze,Setas Aroma,향기버섯,かおるキノコ,Balm Mushrooms
Big Nuggets,Maxi Pépites,Granpepite,Riesennuggets,Maxipepitas,큰금구슬,でかいきんのたま,Big Nuggets
Pearl Strings,Perles Triples,Trittiperle,Triperlen,Sartas Perlas,경단진주,おだんごしんじゅ,Pearl Strings
Comet Shards,Morceaux Comète,Pezzi Cometa,Kometstücke,Fragmentos Cometa,혜성조각,すいせいのかけら,Comet Shards
Relic Coppers,Vieux Sous,Soldantichi,Alte Heller,Reales Cobre,고대의동화,こだいのどうか,Relic Coppers
Relic Silvers,Vieux Écus,Ducatantichi,Alte Taler,Reales Plata,고대의은화,こだいのぎんか,Relic Silvers
Relic Golds,Vieux Ducats,Doblonantichi,Alte Dukaten,Reales Oro,고대의금화,こだいのきんか,Relic Golds
Relic Vases,Vieux Vases,Vasantichi,Alte Vasen,Ánforas,고대의항아리,こだいのツボ,Relic Vases
Relic Bands,Vieux Bijoux,Bracciantichi,Alte Reife,Brazales,고대의팔찌,こだいのうでわ,Relic Bands
Relic Statues,Vieux Santons,Statuantiche,Alte Statuen,Efigies Antiguas,고대의석상,こだいのせきぞう,Relic Statues
Relic Crowns,Vieux Tortils,Coronantiche,Alte Kronen,Coronas Antiguas,고대의왕관,こだいのおうかん,Relic Crowns
Casteliacones,Glaces Volute,Conistropoli,Stratos-Eis,Porcehelados,구름아이스,ヒウンアイス,Casteliacones
Dire Hit 2s,Muscles 2,Supercolpi 2,Angriffplus2,Crítico X 2,크리티컬커터2,クリティカット２,Dire Hit 2s
X Speed 2s,Vitesses 2,Velocità X-2,X-Initiative 2,Velocidad X 2,스피드업2,スピーダー２,X Speed 2s
X Sp. Atk 2s,Atq. Spé. 2,Att. Sp. X-2,X-Sp.-Ang. 2,Ataque Especial X 2,스페셜업2,ＳＰアップ２,X Sp. Atk 2s
X Sp. Def 2s,Déf. Spé. 2,Dif. Spec. X-2,X-Sp.-Vert. 2,Defensa Especial X 2,스페셜가드2,ＳＰガード２,X Sp. Def 2s
X Defense 2s,Défenses 2,Difese X-2,X-Verteidigung 2,Defensa X 2,디펜드업2,ディフェンダー２,X Defense 2s
X Attack 2s,Attaques 2,Attacchi X-2,X-Angriff 2,Ataque X 2,플러스파워2,プラスパワー２,X Attack 2s
X Accuracy 2s,Précisions 2,Precisioni X-2,X-Genauigkeit 2,Precisión X 2,잘-맞히기2,ヨクアタール２,X Accuracy 2s
X Speed 3s,Vitesses 3,Velocità X-3,X-Initiative 3,Velocidad X 3,스피드업3,スピーダー３,X Speed 3s
X Sp. Atk 3s,Atq. Spé. 3,Att. Sp. X-3,X-Sp.-Ang. 3,Ataque Especial X 3,스페셜업3,ＳＰアップ３,X Sp. Atk 3s
X Sp. Def 3s,Déf. Spé. 3,Dif. Spec. X-3,X-Sp.-Vert. 3,Defensa Especial X 3,스페셜가드3,ＳＰガード３,X Sp. Def 3s
X Defense 3s,Défenses 3,Difese X-3,X-Verteidigung 3,Defensa X 3,디펜드업3,ディフェンダー３,X Defense 3s
X Attack 3s,Attaques 3,Attacchi X-3,X-Angriff 3,Ataque X 3,플러스파워3,プラスパワー３,X Attack 3s
X Accuracy 3s,Précisions 3,Precisioni X-3,X-Genauigkeit 3,Precisión X 3,잘-맞히기3,ヨクアタール３,X Accuracy 3s
X Speed 6s,Vitesses 6,Velocità X-6,X-Initiative 6,Velocidad X 6,스피드업6,スピーダー６,X Speed 6s
X Sp. Atk 6s,Atq. Spé. 6,Att. Sp. X-6,X-Sp.-Ang. 6,Ataque Especial X 6,스페셜업6,ＳＰアップ６,X Sp. Atk 6s
X Sp. Def 6s,Déf. Spé. 6,Dif. Spec. X-6,X-Sp.-Vert. 6,Defensa Especial X 6,스페셜가드6,ＳＰガード６,X Sp. Def 6s
X Defense 6s,Défenses 6,Difese X-6,X-Verteidigung 6,Defensa X 6,디펜드업6,ディフェンダー６,X Defense 6s
X Attack 6s,Attaques 6,Attacchi X-6,X-Angriff 6,Ataque X 6,플러스파워6,プラスパワー６,X Attack 6s
X Accuracy 6s,Précisions 6,Precisioni X-6,X-Genauigkeit 6,Precisión X 6,잘-맞히기6,ヨクアタール６,X Accuracy 6s
Ability Urges,Appels Talent,Chiamabilità,Fähigk.-Appelle,Habilitadores,스킬콜,スキルコール,Ability Urges
Item Drops,Jette Objets,Lascioggetto,Itemabwürfe,Tiraobjetos,아이템드롭,アイテムドロップ,Item Drops
Item Urges,Appel Objets,Chiamoggetto,Itemappelle,Activaobjetos,아이템콜,アイテムコール,Item Urges
Reset Urges,Réamorçages,Ripristini,Umkehrappelle,Quitaestados,플랫콜,フラットコール,Reset Urges
Dire Hit 3s,Muscles 3,Supercolpi 3,Angriffplus3,Crítico X 3,크리티컬커터3,クリティカット３,Dire Hit 3s
Light Stones,Galets Blancs,Chiaroliti,Lichtsteine,Orbes Claros,라이트스톤,ライトストーン,Light Stones
Dark Stones,Galets Noirs,Scuroliti,Dunkelsteine,Orbes Oscuros,다크스톤,ダークストーン,Dark Stones
TM93s,CT93,MT93,TM93,MT93,기술머신93,わざマシン９３,TM93s
TM94s,CT94,MT94,TM94,MT94,기술머신94,わざマシン９４,TM94s
TM95s,CT95,MT95,TM95,MT95,기술머신95,わざマシン９５,TM95s
Xtransceivers,Vokits,Interpoké,Viso-Caster,Videomisores,라이브캐스터,ライブキャスター,Xtransceivers
???,???,???,???,(?),???,ゴッドストーン,???
Gram 1s,Courriers 1,Missive 1,Briefpost 1,Envíos 1,배달물1,はいたつぶつ１,Gram 1s
Gram 2s,Courriers 2,Missive 2,Briefpost 2,Envíos 2,배달물2,はいたつぶつ２,Gram 2s
Gram 3s,Courriers 3,Missive 3,Briefpost 3,Envíos 3,배달물3,はいたつぶつ３,Gram 3s
Xtransceivers,Vokits,Interpoké,Viso-Caster,Videomisores,라이브캐스터,ライブキャスター,Xtransceivers
Medal Boxes,Boîtes Médailles,Box Premi,Medaillenboxen,Cajas de Insignias,메달박스,メダルボックス,Medal Boxes
DNA Splicers,Pointeaux ADN,Cunei DNA,DNS-Keile,Puntas ADN,유전자쐐기,いでんしのくさび,DNA Splicers
DNA Splicers,Pointeaux ADN,Cunei DNA,DNS-Keile,Puntas ADN,유전자쐐기,いでんしのくさび,DNA Splicers
Permits,Permis,Permessi,Genehmigungen,Pases,허가증,きょかしょう,Permits
Oval Charms,Charmes Ovales,Ovamuleti,Ovalpins,Amuletos Ovales,둥근부적,まるいおまもり,Oval Charms
Shiny Charms,Charmes Chroma,Cromamuleti,Schillerpins,Amuletos Iris,빛나는부적,ひかるおまもり,Shiny Charms
Plasma Cards,Cartes Plasma,Carte Plasma,Plasmakarten,Tarjetas Plasma,플라스마카드,プラズマカード,Plasma Cards
Grubby Hankies,Mouchoirs Sales,Pezze Sporche,Schnäuztücher,Pañuelos Sucios,더러운손수건,よごれたハンカチ,Grubby Hankies
Colress Machines,Nikodules,Acrocongegni,Achromaten,Acromáquinas,아크로마머신,アクロママシーン,Colress Machines
Dropped Items,Objets Trouvés,Oggetti persi,Fundsachen,Objetos Perdidos,잊은물건,わすれもの,Dropped Items
Dropped Items,Objets Trouvés,Oggetti persi,Fundsachen,Objetos Perdidos,잊은물건,わすれもの,Dropped Items
Reveal Glasses,Miroirs Sacrés,Verispecchi,Wahrspiegel,Espejos Veraces,비추는거울,うつしかがみ,Reveal Glasses
Weakness Policies,Vulné-Assurances,Vulneropolizze,Schwächenschutze,Seguros Debilidad,약점보험,じゃくてんほけん,Weakness Policies
Assault Vests,Vestes de Combat,Corpetti assalto,Offensivwesten,Chalecos Asalto,돌격조끼,とつげきチョッキ,Assault Vests
Holo Casters,Holokits,Holovox,Holo-Logs,Holomisores,홀로캐스터,ホロキャスター,Holo Casters
Prof’s Letters,Lettres du Prof,Lettere del Prof,Briefe vom Prof,Cartas Profesor,박사의편지,はかせのてがみ,Prof’s Letters
Roller Skates,Rollers,Pattini,Rollerskates,Patines,롤러스케이트,ローラースケート,Roller Skates
Pixie Plates,Plaques Pixie,Lastrespiritello,Feentafeln,Tablas Duende,정령플레이트,せいれいプレート,Pixie Plates
Ability Capsules,Pilules Talent,Capsule abilità,Fähigk.-Kapseln,Cápsulas Habilidad,특성캡슐,とくせいカプセル,Ability Capsules
Whipped Dreams,Chantibonbons,Dolcispume,Sahnehäubchen,Dulces de Nata,휘핑팝,ホイップポップ,Whipped Dreams
Sachets,Sachets Senteur,Bustine aromi,Duftbeutel,Saquitos Fragantes,향기주머니,においぶくろ,Sachets
Luminous Moss,Lichens Lumineux,Muschiluce,Leuchtmoose,Musgos Brillantes,빛이끼,ひかりごけ,Luminous Moss
Snowballs,Boules de Neige,Palle di neve,Schneebälle,Bolas de Nieve,눈덩이,ゆきだま,Snowballs
Safety Goggles,Lunettes Filtre,Visierantisabbia,Schutzbrillen,Gafas Protectoras,방진고글,ぼうじんゴーグル,Safety Goggles
Poké Flutes,Poké Flûtes,Poké Flauti,Pokéflöten,Poké Flautas,포켓몬피리,ポケモンのふえ,Poké Flutes
Rich Mulch,Fertibondances,Fertilflorido,Sprießmulche,Abonos Fértiles,주렁주렁비료,たわわこやし,Rich Mulch
Surprise Mulch,Fertistantanés,Fertilsorpresa,Wundermulche,Abonos Sorpresa,깜놀비료,びっくりこやし,Surprise Mulch
Boost Mulch,Fertibérances,Fertilcopioso,Wuchermulche,Abonos Fructíferos,부쩍부쩍비료,ぐんぐんこやし,Boost Mulch
Amaze Mulch,Fertiprodiges,Fertilprodigio,Ultramulche,Abonos Insólitos,기절초풍비료,とんでもこやし,Amaze Mulch
Gengarites,Ectoplasmites,Gengariti,Gengarnite,Gengaritas,팬텀나이트,ゲンガナイト,Gengarites
Gardevoirites,Gardevoirites,Gardevoiriti,Guardevoirnite,Gardevoiritas,가디안나이트,サーナイトナイト,Gardevoirites
Ampharosites,Pharampites,Ampharositi,Ampharosnite,Ampharositas,전룡나이트,デンリュウナイト,Ampharosites
Venusaurites,Florizarrites,Venusauriti,Bisaflornite,Venusauritas,이상해꽃나이트,フシギバナイト,Venusaurites
Charizardite Xs,Dracaufites X,Charizarditi X,Gluraknite X,Charizarditas X,리자몽나이트X,リザードナイトＸ,Charizardite Xs
Blastoisinites,Tortankites,Blastoisiti,Turtoknite,Blastoisitas,거북왕나이트,カメックスナイト,Blastoisinites
Mewtwonite Xs,Mewtwoïtes X,Mewtwoiti X,Mewtunite X,Mewtwoitas X,뮤츠나이트X,ミュウツナイトＸ,Mewtwonite Xs
Mewtwonite Ys,Mewtwoïtes Y,Mewtwoiti Y,Mewtunite Y,Mewtwoitas Y,뮤츠나이트Y,ミュウツナイトＹ,Mewtwonite Ys
Blazikenites,Braségalites,Blazikeniti,Lohgocknite,Blazikenitas,번치코나이트,バシャーモナイト,Blazikenites
Medichamites,Charminites,Medichamiti,Meditalisnite,Medichamitas,요가램나이트,チャーレムナイト,Medichamites
Houndoominites,Démolossites,Houndoomiti,Hundemonite,Houndoomitas,헬가나이트,ヘルガナイト,Houndoominites
Aggronites,Galekingites,Aggroniti,Stollossnite,Aggronitas,보스로라나이트,ボスゴドラナイト,Aggronites
Banettites,Branettites,Banettiti,Banetteonite,Banettitas,다크펫나이트,ジュペッタナイト,Banettites
Tyranitarites,Tyranocivites,Tyranitariti,Despotarnite,Tyranitaritas,마기라스나이트,バンギラスナイト,Tyranitarites
Scizorites,Cizayoxites,Scizoriti,Scheroxnite,Scizoritas,핫삼나이트,ハッサムナイト,Scizorites
Pinsirites,Scarabruites,Pinsiriti,Pinsirnite,Pinsiritas,쁘사이저나이트,カイロスナイト,Pinsirites
Aerodactylites,Ptéraïtes,Aerodactyliti,Aerodactylonite,Aerodactylitas,프테라나이트,プテラナイト,Aerodactylites
Lucarionites,Lucarites,Lucariti,Lucarionite,Lucaritas,루카리오나이트,ルカリオナイト,Lucarionites
Abomasites,Blizzarites,Abomasnowiti,Rexblisarnite,Abomasnowitas,눈설왕나이트,ユキノオナイト,Abomasites
Kangaskhanites,Kangourexites,Kangaskhaniti,Kangamanite,Kangaskhanitas,캥카나이트,ガルーラナイト,Kangaskhanites
Gyaradosites,Léviatorites,Gyaradositi,Garadosnite,Gyaradositas,갸라도스나이트,ギャラドスナイト,Gyaradosites
Absolites,Absolites,Absoliti,Absolnite,Absolitas,앱솔나이트,アブソルナイト,Absolites
Charizardite Ys,Dracaufites Y,Charizarditi Y,Gluraknite Y,Charizarditas Y,리자몽나이트Y,リザードナイトＹ,Charizardite Ys
Alakazites,Alakazamites,Alakazamiti,Simsalanite,Alakazamitas,후디나이트,フーディナイト,Alakazites
Heracronites,Scarhinoïtes,Heracrossiti,Skarabornite,Heracrossitas,헤라크로스나이트,ヘラクロスナイト,Heracronites
Mawilites,Mysdibulites,Mawiliti,Flunkifernite,Mawilitas,입치트나이트,クチートナイト,Mawilites
Manectites,Élecsprintites,Manectriciti,Voltensonite,Manectricitas,썬더볼트나이트,ライボルトナイト,Manectites
Garchompites,Carchacrokites,Garchompiti,Knakracknite,Garchompitas,한카리아스나이트,ガブリアスナイト,Garchompites
Latiasites,Latiasites,Latiasiti,Latiasnite,Latiasitas,라티아스나이트,ラティアスナイト,Latiasites
Latiosites,Latiosites,Latiositi,Latiosnite,Latiositas,라티오스나이트,ラティオスナイト,Latiosites
Roseli Berries,Baies Selro,Baccarcadè,Hibisbeeren,Bayas Hibis,로셀열매,ロゼルのみ,Roseli Berries
Kee Berries,Baies Éka,Baccalighia,Akibeeren,Bayas Biglia,악키열매,アッキのみ,Kee Berries
Maranga Berries,Baies Rangma,Baccapane,Tarabeeren,Bayas Maranga,타라프열매,タラプのみ,Maranga Berries
Sprinklotads,Nénurrosoirs,Irrigalotad,Loturzelkannen,Lotadgaderas,연꽃몬물뿌리개,ハスボーじょうろ,Sprinklotads
TM96s,CT96,MT96,TM96,MT96,기술머신96,わざマシン９６,TM96s
TM97s,CT97,MT97,TM97,MT97,기술머신97,わざマシン９７,TM97s
TM98s,CT98,MT98,TM98,MT98,기술머신98,わざマシン９８,TM98s
TM99s,CT99,MT99,TM99,MT99,기술머신99,わざマシン９９,TM99s
TM100s,CT100,MT100,TM100,MT100,기술머신100,わざマシン１００,TM100s
Power Plant Passes,Passes Centrale,Pass Centrale,Kraftwerks-Pässe,Pases Central,발전소패스,はつでんしょパス,Power Plant Passes
Mega Rings,Méga-Anneaux,Megacerchi,Mega-Ringe,Mega-Aros,메가링,メガリング,Mega Rings
Intriguing Stones,Pierres Insolites,Sassi suggestivi,Kuriose Steine,Piedras Insólitas,대단할듯한돌,すごそうないし,Intriguing Stones
Common Stones,Pierres Ordinaires,Sassi qualsiasi,Normale Steine,Piedras Comunes,흔해빠진돌,ありふれたいし,Common Stones
Discount Coupons,Bons Réduction,Buoni sconto,Rabattmarken,Vales Descuento,바겐세일티켓,バーゲンチケット,Discount Coupons
Elevator Keys,Clés Ascenseur,Chiavi ascensore,Liftschlüssel,Llaves Ascensor,엘리베이터키,エレベータのキー,Elevator Keys
TMV Passes,Passes TMV,Pass TMV,TMV-Pässe,Abonos del TMV,TMV패스,ＴＭＶパス,TMV Passes
Honors of Kalos,Insignes de Kalos,Emblemi di Kalos,Kalos-Embleme,Emblemas de Kalos,칼로스엠블럼,カロスエンブレム,Honors of Kalos
Adventure Guides,ABC Aventure,Guide Avventura,Abenteuerfibeln,Guías de Aventura,탐험수칙,たんけんこころえ,Adventure Guides
Strange Souvenirs,Bibelots Bizarres,Strani ninnoli,Skurriloskulpturen,Estatuillas Raras,이상한장식품,ふしぎなおきもの,Strange Souvenirs
Lens Cases,Boîtes Lentilles,Portalenti,Linsenetuis,Portalentillas,렌즈케이스,レンズケース,Lens Cases
Makeup Bags,Trousses Beauté,Trousse,Kosmetiketuis,Kits Maquillaje,코스메틱파우치,コスメポーチ,Makeup Bags
Travel Trunks,Malles Penderie,Bauli per abiti,Kleiderkoffer,Maletas,의상트렁크,いしょうトランク,Travel Trunks
Lumiose Galettes,Galettes Illumis,Pan di Lumi,Illumina-Galetten,Crêpes Luminalia,미르갈레트,ミアレガレット,Lumiose Galettes
Shalour Sables,Sablés Yantreizh,Yantafrollini,Yantara-Sablés,Galletas Yantra,사라사블레,シャラサブレ,Shalour Sables
Jaw Fossils,Fossiles Mâchoires,Fossilmascella,Kieferfossilien,Fósiles Mandíbula,턱화석,アゴのカセキ,Jaw Fossils
Sail Fossils,Fossiles Nageoires,Fossilpinna,Flossenfossilien,Fósiles Aleta,지느러미화석,ヒレのカセキ,Sail Fossils
Looker Tickets,Tickets Beladonis,Carte Bellocchio,LeBelle-Tickets,Boletos Handsome,핸섬티켓,ハンサムチケット,Looker Tickets
Bikes,Bicyclettes,Biciclette,Fahrräder,Bicis,자전거,じてんしゃ,Bikes
Holo Casters,Holokits,Holovox,Holo-Logs,Holomisores,홀로캐스터,ホロキャスター,Holo Casters
Fairy Gems,Joyaux Fée,Bijoufolletto,Feenjuwelen,Gemas Hada,페어리주얼,ようせいジュエル,Fairy Gems
Mega Charms,Méga-Charmes,Megaciondoli,Megaillons,Megacolgantes,메가참,メガチャーム,Mega Charms
