en,fr,it,de,es,ko,kana,pt
Data Card 09,Carte Mémo09,Scheda Dati 09,Datenkarte09,Tarjeta Datos 09,데이터카드09,データカード０９,Data Card 09
Data Card 10,Carte Mémo10,Scheda Dati 10,Datenkarte10,Tarjeta Datos 10,데이터카드10,データカード１０,Data Card 10
Data Card 11,Carte Mémo11,Scheda Dati 11,Datenkarte11,Tarjeta Datos 11,데이터카드11,データカード１１,Data Card 11
Data Card 12,Carte Mémo12,Scheda Dati 12,Datenkarte12,Tarjeta Datos 12,데이터카드12,データカード１２,Data Card 12
Data Card 13,Carte Mémo13,Scheda Dati 13,Datenkarte13,Tarjeta Datos 13,데이터카드13,データカード１３,Data Card 13
Data Card 14,Carte Mémo14,Scheda Dati 14,Datenkarte14,Tarjeta Datos 14,데이터카드14,データカード１４,Data Card 14
Data Card 15,Carte Mémo15,Scheda Dati 15,Datenkarte15,Tarjeta Datos 15,데이터카드15,データカード１５,Data Card 15
Data Card 16,Carte Mémo16,Scheda Dati 16,Datenkarte16,Tarjeta Datos 16,데이터카드16,データカード１６,Data Card 16
Data Card 17,Carte Mémo17,Scheda Dati 17,Datenkarte17,Tarjeta Datos 17,데이터카드17,データカード１７,Data Card 17
Data Card 18,Carte Mémo18,Scheda Dati 18,Datenkarte18,Tarjeta Datos 18,데이터카드18,データカード１８,Data Card 18
Data Card 19,Carte Mémo19,Scheda Dati 19,Datenkarte19,Tarjeta Datos 19,데이터카드19,データカード１９,Data Card 19
Data Card 20,Carte Mémo20,Scheda Dati 20,Datenkarte20,Tarjeta Datos 20,데이터카드20,データカード２０,Data Card 20
Data Card 21,Carte Mémo21,Scheda Dati 21,Datenkarte21,Tarjeta Datos 21,데이터카드21,データカード２１,Data Card 21
Data Card 22,Carte Mémo22,Scheda Dati 22,Datenkarte22,Tarjeta Datos 22,데이터카드22,データカード２２,Data Card 22
Data Card 23,Carte Mémo23,Scheda Dati 23,Datenkarte23,Tarjeta Datos 23,데이터카드23,データカード２３,Data Card 23
Data Card 24,Carte Mémo24,Scheda Dati 24,Datenkarte24,Tarjeta Datos 24,데이터카드24,データカード２４,Data Card 24
Data Card 25,Carte Mémo25,Scheda Dati 25,Datenkarte25,Tarjeta Datos 25,데이터카드25,データカード２５,Data Card 25
Data Card 26,Carte Mémo26,Scheda Dati 26,Datenkarte26,Tarjeta Datos 26,데이터카드26,データカード２６,Data Card 26
Data Card 27,Carte Mémo27,Scheda Dati 27,Datenkarte27,Tarjeta Datos 27,데이터카드27,データカード２７,Data Card 27
Jade Orb,Orbe Vert,Sfera Verde,Grüne Kugel,Esfera Verde,연둣빛구슬,もえぎいろのたま,Jade Orb
Lock Capsule,Poké Écrin,Capsula Scrigno,Tresorkapsel,Cápsula Candado,록캡슐,ロックカプセル,Lock Capsule
Red Orb,Gemme Rouge,Gemma rossa,Roter Edelstein,Prisma Rojo,주홍구슬,べにいろのたま,Red Orb
Blue Orb,Gemme Bleue,Gemma blu,Blauer Edelstein,Prisma Azul,쪽빛구슬,あいいろのたま,Blue Orb
Enigma Stone,Mystécristal,Misticristal,Mytokristall,Misticristal,수수께끼의수정,なぞのすいしょう,Enigma Stone
Prism Scale,Bel’Écaille,Squama Bella,Schönschuppe,Escama Bella,고운비늘,きれいなウロコ,Prism Scale
Eviolite,Évoluroc,Evolcondensa,Evolith,Mineral Evol,진화의휘석,しんかのきせき,Eviolite
Float Stone,Pierrallégée,Pietralieve,Leichtstein,Piedra Pómez,가벼운돌,かるいし,Float Stone
Rocky Helmet,Casque Brut,Bitorzolelmo,Beulenhelm,Casco Dentado,울퉁불퉁멧,ゴツゴツメット,Rocky Helmet
Air Balloon,Ballon,Palloncino,Luftballon,Globo Helio,풍선,ふうせん,Air Balloon
Red Card,Carton Rouge,Cartelrosso,Rote Karte,Tarjeta Roja,레드카드,レッドカード,Red Card
Ring Target,Point de Mire,Facilsaglio,Zielscheibe,Blanco,겨냥표적,ねらいのまと,Ring Target
Binding Band,Bande Étreinte,Legafascia,Klammerband,Banda Atadura,조임밴드,しめつけバンド,Binding Band
Absorb Bulb,Bulbe,Bulbo,Knolle,Tubérculo,구근,きゅうこん,Absorb Bulb
Cell Battery,Pile,Ricaripila,Akku,Pila,충전지,じゅうでんち,Cell Battery
Eject Button,Bouton Fuite,Pulsantefuga,Fluchtknopf,Botón Escape,탈출버튼,だっしゅつボタン,Eject Button
Fire Gem,Joyau Feu,Bijoufuoco,Feuerjuwel,Gema Fuego,불꽃주얼,ほのおのジュエル,Fire Gem
Water Gem,Joyau Eau,Bijouacqua,Wasserjuwel,Gema Agua,물주얼,みずのジュエル,Water Gem
Electric Gem,Joyau Électrik,Bijouelettro,Elektrojuwel,Gema Eléctrica,전기주얼,でんきのジュエル,Electric Gem
Grass Gem,Joyau Plante,Bijouerba,Pflanzenjuwel,Gema Planta,풀주얼,くさのジュエル,Grass Gem
Ice Gem,Joyau Glace,Bijoughiaccio,Eisjuwel,Gema Hielo,얼음주얼,こおりのジュエル,Ice Gem
Fighting Gem,Joyau Combat,Bijoulotta,Kampfjuwel,Gema Lucha,격투주얼,かくとうジュエル,Fighting Gem
Poison Gem,Joyau Poison,Bijouveleno,Giftjuwel,Gema Veneno,독주얼,どくのジュエル,Poison Gem
Ground Gem,Joyau Sol,Bijouterra,Bodenjuwel,Gema Tierra,땅주얼,じめんのジュエル,Ground Gem
Flying Gem,Joyau Vol,Bijouvolante,Flugjuwel,Gema Voladora,비행주얼,ひこうのジュエル,Flying Gem
Psychic Gem,Joyau Psy,Bijoupsico,Psychojuwel,Gema Psíquica,에스퍼주얼,エスパージュエル,Psychic Gem
Bug Gem,Joyau Insecte,Bijoucoleottero,Käferjuwel,Gema Bicho,벌레주얼,むしのジュエル,Bug Gem
Rock Gem,Joyau Roche,Bijouroccia,Gesteinsjuwel,Gema Roca,바위주얼,いわのジュエル,Rock Gem
Ghost Gem,Joyau Spectre,Bijouspettro,Geisterjuwel,Gema Fantasma,고스트주얼,ゴーストジュエル,Ghost Gem
Dragon Gem,Joyau Dragon,Bijoudrago,Drakojuwel,Gema Dragón,드래곤주얼,ドラゴンジュエル,Dragon Gem
Dark Gem,Joyau Ténèbres,Bijoubuio,Unlichtjuwel,Gema Siniestra,악주얼,あくのジュエル,Dark Gem
Steel Gem,Joyau Acier,Bijouacciaio,Stahljuwel,Gema Acero,강철주얼,はがねのジュエル,Steel Gem
Normal Gem,Joyau Normal,Bijounormale,Normaljuwel,Gema Normal,노말주얼,ノーマルジュエル,Normal Gem
Health Feather,Plume Santé,Piumsalute,Heilfeder,Pluma Vigor,체력날개,たいりょくのハネ,Health Feather
Muscle Feather,Plume Force,Piumpotenza,Kraftfeder,Pluma Músculo,근력날개,きんりょくのハネ,Muscle Feather
Resist Feather,Plume Armure,Piumtutela,Abwehrfeder,Pluma Aguante,저항력날개,ていこうのハネ,Resist Feather
Genius Feather,Plume Esprit,Piumingegno,Geniefeder,Pluma Intelecto,지력날개,ちりょくのハネ,Genius Feather
Clever Feather,Plume Mental,Piumintuito,Espritfeder,Pluma Mente,정신력날개,せいしんのハネ,Clever Feather
Swift Feather,Plume Sprint,Piumreazione,Flinkfeder,Pluma Ímpetu,순발력날개,しゅんぱつのハネ,Swift Feather
Pretty Feather,Jolie Plume,Piumabella,Prachtfeder,Pluma Bella,고운날개,きれいなハネ,Pretty Feather
Cover Fossil,Fossile Plaque,Fossiltappo,Schildfossil,Fósil Tapa,덮개화석,ふたのカセキ,Cover Fossil
Plume Fossil,Fossile Plume,Fossilpiuma,Federfossil,Fósil Pluma,날개화석,はねのカセキ,Plume Fossil
Liberty Pass,Passe Liberté,Liberticket,Gartenpass,Tarjeta Libertad,리버티티켓,リバティチケット,Liberty Pass
Pass Orb,Offrisphère,Passabilia,Transferorb,Regalosfera,딜구슬,デルダマ,Pass Orb
Dream Ball,Rêve Ball,Dream Ball,Traumball,Ensueño Ball,드림볼,ドリームボール,Dream Ball
Poké Toy,Poké Plumet,Pokégingillo,Pokéwedel,Pokéseñuelo,포켓풀,ポケじゃらし,Poké Toy
Prop Case,Boîte Parure,Portagadget,Deko-Box,Neceser,굿즈케이스,グッズケース,Prop Case
Dragon Skull,Crâne Dragon,Teschio,Drakoschädel,Cráneo Dragón,드래곤의뼈,ドラゴンのホネ,Dragon Skull
Balm Mushroom,Champi Suave,Profumfungo,Duftpilz,Seta Aroma,향기버섯,かおるキノコ,Balm Mushroom
Big Nugget,Maxi Pépite,Granpepita,Riesennugget,Maxipepita,큰금구슬,でかいきんのたま,Big Nugget
Pearl String,Perle Triple,Trittiperla,Triperle,Sarta Perlas,경단진주,おだんごしんじゅ,Pearl String
Comet Shard,Morceau Comète,Pezzo Cometa,Kometstück,Fragmento Cometa,혜성조각,すいせいのかけら,Comet Shard
Relic Copper,Vieux Sou,Soldantico,Alter Heller,Real Cobre,고대의동화,こだいのどうか,Relic Copper
Relic Silver,Vieil Écu,Ducatantico,Alter Taler,Real Plata,고대의은화,こだいのぎんか,Relic Silver
Relic Gold,Vieux Ducat,Doblonantico,Alter Dukat,Real Oro,고대의금화,こだいのきんか,Relic Gold
Relic Vase,Vieux Vase,Vasantico,Alte Vase,Ánfora,고대의항아리,こだいのツボ,Relic Vase
Relic Band,Vieux Bijou,Bracciantico,Alter Reif,Brazal,고대의팔찌,こだいのうでわ,Relic Band
Relic Statue,Vieux Santon,Statuantica,Alte Statue,Efigie Antigua,고대의석상,こだいのせきぞう,Relic Statue
Relic Crown,Vieux Tortil,Coronantica,Alte Krone,Corona Antigua,고대의왕관,こだいのおうかん,Relic Crown
Casteliacone,Glace Volute,Conostropoli,Stratos-Eis,Porcehelado,구름아이스,ヒウンアイス,Casteliacone
Dire Hit 2,Muscle 2,Supercolpo 2,Angriffplus2,Crítico X 2,크리티컬커터2,クリティカット２,Dire Hit 2
X Speed 2,Vitesse 2,Velocità X-2,X-Initiative 2,Velocidad X 2,스피드업2,スピーダー２,X Speed 2
X Sp. Atk 2,Atq. Spé. 2,Att. Sp. X-2,X-Sp.-Ang. 2,At. Esp. X 2,스페셜업2,ＳＰアップ２,X Sp. Atk 2
X Sp. Def 2,Déf. Spé. 2,Dif. Spec. X-2,X-Sp.-Vert. 2,Def. Esp. X 2,스페셜가드2,ＳＰガード２,X Sp. Def 2
X Defense 2,Défense 2,Difesa X-2,X-Verteidigung 2,Defensa X 2,디펜드업2,ディフェンダー２,X Defense 2
X Attack 2,Attaque 2,Attacco X-2,X-Angriff 2,Ataque X 2,플러스파워2,プラスパワー２,X Attack 2
X Accuracy 2,Précision 2,Precisione X-2,X-Genauigkeit 2,Precisión X 2,잘-맞히기2,ヨクアタール２,X Accuracy 2
X Speed 3,Vitesse 3,Velocità X-3,X-Initiative 3,Velocidad X 3,스피드업3,スピーダー３,X Speed 3
X Sp. Atk 3,Atq. Spé. 3,Att. Sp. X-3,X-Sp.-Ang. 3,At. Esp. X 3,스페셜업3,ＳＰアップ３,X Sp. Atk 3
X Sp. Def 3,Déf. Spé. 3,Dif. Spec. X-3,X-Sp.-Vert. 3,Def. Esp. X 3,스페셜가드3,ＳＰガード３,X Sp. Def 3
X Defense 3,Défense 3,Difesa X-3,X-Verteidigung 3,Defensa X 3,디펜드업3,ディフェンダー３,X Defense 3
X Attack 3,Attaque 3,Attacco X-3,X-Angriff 3,Ataque X 3,플러스파워3,プラスパワー３,X Attack 3
X Accuracy 3,Précision 3,Precisione X-3,X-Genauigkeit 3,Precisión X 3,잘-맞히기3,ヨクアタール３,X Accuracy 3
X Speed 6,Vitesse 6,Velocità X-6,X-Initiative 6,Velocidad X 6,스피드업6,スピーダー６,X Speed 6
X Sp. Atk 6,Atq. Spé. 6,Att. Sp. X-6,X-Sp.-Ang. 6,At. Esp. X 6,스페셜업6,ＳＰアップ６,X Sp. Atk 6
X Sp. Def 6,Déf. Spé. 6,Dif. Spec. X-6,X-Sp.-Vert. 6,Def. Esp. X 6,스페셜가드6,ＳＰガード６,X Sp. Def 6
X Defense 6,Défense 6,Difesa X-6,X-Verteidigung 6,Defensa X 6,디펜드업6,ディフェンダー６,X Defense 6
X Attack 6,Attaque 6,Attacco X-6,X-Angriff 6,Ataque X 6,플러스파워6,プラスパワー６,X Attack 6
X Accuracy 6,Précision 6,Precisione X-6,X-Genauigkeit 6,Precisión X 6,잘-맞히기6,ヨクアタール６,X Accuracy 6
Ability Urge,Appel Talent,Chiamabilità,Fähigk.-Appell,Habilitador,스킬콜,スキルコール,Ability Urge
Item Drop,Jette Objet,Lascioggetto,Itemabwurf,Tiraobjeto,아이템드롭,アイテムドロップ,Item Drop
Item Urge,Appel Objet,Chiamoggetto,Itemappell,Activaobjeto,아이템콜,アイテムコール,Item Urge
Reset Urge,Réamorçage,Ripristino,Umkehrappell,Quitaestado,플랫콜,フラットコール,Reset Urge
Dire Hit 3,Muscle 3,Supercolpo 3,Angriffplus3,Crítico X 3,크리티컬커터3,クリティカット３,Dire Hit 3
Light Stone,Galet Blanc,Chiarolite,Lichtstein,Orbe Claro,라이트스톤,ライトストーン,Light Stone
Dark Stone,Galet Noir,Scurolite,Dunkelstein,Orbe Oscuro,다크스톤,ダークストーン,Dark Stone
TM93,CT93,MT93,TM93,MT93,기술머신93,わざマシン９３,TM93
TM94,CT94,MT94,TM94,MT94,기술머신94,わざマシン９４,TM94
TM95,CT95,MT95,TM95,MT95,기술머신95,わざマシン９５,TM95
Xtransceiver,Vokit,Interpoké,Viso-Caster,Videomisor,라이브캐스터,ライブキャスター,Xtransceiver
???,???,???,???,(?),???,ゴッドストーン,???
Gram 1,Courrier 1,Missiva 1,Briefpost 1,Envío 1,배달물1,はいたつぶつ１,Gram 1
Gram 2,Courrier 2,Missiva 2,Briefpost 2,Envío 2,배달물2,はいたつぶつ２,Gram 2
Gram 3,Courrier 3,Missiva 3,Briefpost 3,Envío 3,배달물3,はいたつぶつ３,Gram 3
Xtransceiver,Vokit,Interpoké,Viso-Caster,Videomisor,라이브캐스터,ライブキャスター,Xtransceiver
Medal Box,Boîte Médailles,Box Premi,Medaillenbox,Caja Insignias,메달박스,メダルボックス,Medal Box
DNA Splicers,Pointeau ADN,Cuneo DNA,DNS-Keil,Punta ADN,유전자쐐기,いでんしのくさび,DNA Splicers
DNA Splicers,Pointeau ADN,Cuneo DNA,DNS-Keil,Punta ADN,유전자쐐기,いでんしのくさび,DNA Splicers
Permit,Permis,Permesso,Genehmigung,Pase,허가증,きょかしょう,Permit
Oval Charm,Charme Ovale,Ovamuleto,Ovalpin,Amuleto Oval,둥근부적,まるいおまもり,Oval Charm
Shiny Charm,Charme Chroma,Cromamuleto,Schillerpin,Amuleto Iris,빛나는부적,ひかるおまもり,Shiny Charm
Plasma Card,Carte Plasma,Carta Plasma,Plasmakarte,Tarjeta Plasma,플라스마카드,プラズマカード,Plasma Card
Grubby Hanky,Mouchoir Sale,Pezza Sporca,Schnäuztuch,Pañuelo Sucio,더러운손수건,よごれたハンカチ,Grubby Hanky
Colress Machine,Nikodule,Acrocongegno,Achromat,Acromáquina,아크로마머신,アクロママシーン,Colress Machine
Dropped Item,Objet Trouvé,Oggetto perso,Fundsache,Objeto Perdido,잊은물건,わすれもの,Dropped Item
Dropped Item,Objet Trouvé,Oggetto perso,Fundsache,Objeto Perdido,잊은물건,わすれもの,Dropped Item
Reveal Glass,Miroir Sacré,Verispecchio,Wahrspiegel,Espejo Veraz,비추는거울,うつしかがみ,Reveal Glass
Weakness Policy,Vulné-Assurance,Vulneropolizza,Schwächenschutz,Seguro Debilidad,약점보험,じゃくてんほけん,Weakness Policy
Assault Vest,Veste de Combat,Corpetto assalto,Offensivweste,Chaleco Asalto,돌격조끼,とつげきチョッキ,Assault Vest
Holo Caster,Holokit,Holovox,Holo-Log,Holomisor,홀로캐스터,ホロキャスター,Holo Caster
Prof’s Letter,Lettre du Prof,Lettera del Prof,Brief vom Prof,Carta Profesor,박사의편지,はかせのてがみ,Prof’s Letter
Roller Skates,Rollers,Pattini,Rollerskates,Patines,롤러스케이트,ローラースケート,Roller Skates
Pixie Plate,Plaque Pixie,Lastraspiritello,Feentafel,Tabla Duende,정령플레이트,せいれいプレート,Pixie Plate
Ability Capsule,Pilule Talent,Capsula abilità,Fähigk.-Kapsel,Cáps. Habilidad,특성캡슐,とくせいカプセル,Ability Capsule
Whipped Dream,Chantibonbon,Dolcespuma,Sahnehäubchen,Dulce de Nata,휘핑팝,ホイップポップ,Whipped Dream
Sachet,Sachet Senteur,Bustina aromi,Duftbeutel,Saquito Fragante,향기주머니,においぶくろ,Sachet
Luminous Moss,Lichen Lumineux,Muschioluce,Leuchtmoos,Musgo Brillante,빛이끼,ひかりごけ,Luminous Moss
Snowball,Boule de Neige,Palla di neve,Schneeball,Bola de Nieve,눈덩이,ゆきだま,Snowball
Safety Goggles,Lunettes Filtre,Visierantisabbia,Schutzbrille,Gafa Protectora,방진고글,ぼうじんゴーグル,Safety Goggles
Poké Flute,Poké Flûte,Poké Flauto,Pokéflöte,Poké Flauta,포켓몬피리,ポケモンのふえ,Poké Flute
Rich Mulch,Fertibondance,Fertilflorido,Sprießmulch,Abono Fértil,주렁주렁비료,たわわこやし,Rich Mulch
Surprise Mulch,Fertistantané,Fertilsorpresa,Wundermulch,Abono Sorpresa,깜놀비료,びっくりこやし,Surprise Mulch
Boost Mulch,Fertibérance,Fertilcopioso,Wuchermulch,Abono Fructífero,부쩍부쩍비료,ぐんぐんこやし,Boost Mulch
Amaze Mulch,Fertiprodige,Fertilprodigio,Ultramulch,Abono Insólito,기절초풍비료,とんでもこやし,Amaze Mulch
Gengarite,Ectoplasmite,Gengarite,Gengarnit,Gengarita,팬텀나이트,ゲンガナイト,Gengarite
Gardevoirite,Gardevoirite,Gardevoirite,Guardevoirnit,Gardevoirita,가디안나이트,サーナイトナイト,Gardevoirite
Ampharosite,Pharampite,Ampharosite,Ampharosnit,Ampharosita,전룡나이트,デンリュウナイト,Ampharosite
Venusaurite,Florizarrite,Venusaurite,Bisaflornit,Venusaurita,이상해꽃나이트,フシギバナイト,Venusaurite
Charizardite X,Dracaufite X,Charizardite X,Gluraknit X,Charizardita X,리자몽나이트X,リザードナイトＸ,Charizardite X
Blastoisinite,Tortankite,Blastoisite,Turtoknit,Blastoisita,거북왕나이트,カメックスナイト,Blastoisinite
Mewtwonite X,Mewtwoïte X,Mewtwoite X,Mewtunit X,Mewtwoita X,뮤츠나이트X,ミュウツナイトＸ,Mewtwonite X
Mewtwonite Y,Mewtwoïte Y,Mewtwoite Y,Mewtunit Y,Mewtwoita Y,뮤츠나이트Y,ミュウツナイトＹ,Mewtwonite Y
Blazikenite,Braségalite,Blazikenite,Lohgocknit,Blazikenita,번치코나이트,バシャーモナイト,Blazikenite
Medichamite,Charminite,Medichamite,Meditalisnit,Medichamita,요가램나이트,チャーレムナイト,Medichamite
Houndoominite,Démolossite,Houndoomite,Hundemonit,Houndoomita,헬가나이트,ヘルガナイト,Houndoominite
Aggronite,Galekingite,Aggronite,Stollossnit,Aggronita,보스로라나이트,ボスゴドラナイト,Aggronite
Banettite,Branettite,Banettite,Banetteonit,Banettita,다크펫나이트,ジュペッタナイト,Banettite
Tyranitarite,Tyranocivite,Tyranitarite,Despotarnit,Tyranitarita,마기라스나이트,バンギラスナイト,Tyranitarite
Scizorite,Cizayoxite,Scizorite,Scheroxnit,Scizorita,핫삼나이트,ハッサムナイト,Scizorite
Pinsirite,Scarabruite,Pinsirite,Pinsirnit,Pinsirita,쁘사이저나이트,カイロスナイト,Pinsirite
Aerodactylite,Ptéraïte,Aerodactylite,Aerodactylonit,Aerodactylita,프테라나이트,プテラナイト,Aerodactylite
Lucarionite,Lucarite,Lucarite,Lucarionit,Lucarita,루카리오나이트,ルカリオナイト,Lucarionite
Abomasite,Blizzarite,Abomasnowite,Rexblisarnit,Abomasnowita,눈설왕나이트,ユキノオナイト,Abomasite
Kangaskhanite,Kangourexite,Kangaskhanite,Kangamanit,Kangaskhanita,캥카나이트,ガルーラナイト,Kangaskhanite
Gyaradosite,Léviatorite,Gyaradosite,Garadosnit,Gyaradosita,갸라도스나이트,ギャラドスナイト,Gyaradosite
Absolite,Absolite,Absolite,Absolnit,Absolita,앱솔나이트,アブソルナイト,Absolite
Charizardite Y,Dracaufite Y,Charizardite Y,Gluraknit Y,Charizardita Y,리자몽나이트Y,リザードナイトＹ,Charizardite Y
Alakazite,Alakazamite,Alakazamite,Simsalanit,Alakazamita,후디나이트,フーディナイト,Alakazite
Heracronite,Scarhinoïte,Heracrossite,Skarabornit,Heracrossita,헤라크로스나이트,ヘラクロスナイト,Heracronite
Mawilite,Mysdibulite,Mawilite,Flunkifernit,Mawilita,입치트나이트,クチートナイト,Mawilite
Manectite,Élecsprintite,Manectricite,Voltensonit,Manectricita,썬더볼트나이트,ライボルトナイト,Manectite
Garchompite,Carchacrokite,Garchompite,Knakracknit,Garchompita,한카리아스나이트,ガブリアスナイト,Garchompite
Latiasite,Latiasite,Latiasite,Latiasnit,Latiasita,라티아스나이트,ラティアスナイト,Latiasite
Latiosite,Latiosite,Latiosite,Latiosnit,Latiosita,라티오스나이트,ラティオスナイト,Latiosite
Roseli Berry,Baie Selro,Baccarcadè,Hibisbeere,Baya Hibis,로셀열매,ロゼルのみ,Roseli Berry
Kee Berry,Baie Éka,Baccalighia,Akibeere,Baya Biglia,악키열매,アッキのみ,Kee Berry
Maranga Berry,Baie Rangma,Baccapane,Tarabeere,Baya Maranga,타라프열매,タラプのみ,Maranga Berry
Sprinklotad,Nénurrosoir,Irrigalotad,Loturzelkanne,Lotadgadera,연꽃몬물뿌리개,ハスボーじょうろ,Sprinklotad
TM96,CT96,MT96,TM96,MT96,기술머신96,わざマシン９６,TM96
TM97,CT97,MT97,TM97,MT97,기술머신97,わざマシン９７,TM97
TM98,CT98,MT98,TM98,MT98,기술머신98,わざマシン９８,TM98
TM99,CT99,MT99,TM99,MT99,기술머신99,わざマシン９９,TM99
TM100,CT100,MT100,TM100,MT100,기술머신100,わざマシン１００,TM100
Power Plant Pass,Passe Centrale,Pass Centrale,Kraftwerks-Pass,Pase Central,발전소패스,はつでんしょパス,Power Plant Pass
Mega Ring,Méga-Anneau,Megacerchio,Mega-Ring,Mega-Aro,메가링,メガリング,Mega Ring
Intriguing Stone,Pierre Insolite,Sasso suggestivo,Kurioser Stein,Piedra Insólita,대단할듯한돌,すごそうないし,Intriguing Stone
Common Stone,Pierre Ordinaire,Sasso qualsiasi,Normaler Stein,Piedra Común,흔해빠진돌,ありふれたいし,Common Stone
Discount Coupon,Bon Réduction,Buono sconto,Rabattmarke,Vale Descuento,바겐세일티켓,バーゲンチケット,Discount Coupon
Elevator Key,Clé Ascenseur,Chiave ascensore,Liftschlüssel,Llave Ascensor,엘리베이터키,エレベータのキー,Elevator Key
TMV Pass,Passe TMV,Pass TMV,TMV-Pass,Abono del TMV,TMV패스,ＴＭＶパス,TMV Pass
Honor of Kalos,Insigne de Kalos,Emblema di Kalos,Kalos-Emblem,Emblema Kalos,칼로스엠블럼,カロスエンブレム,Honor of Kalos
Adventure Guide,ABC Aventure,Guida Avventura,Abenteuerfibel,Guía de Aventura,탐험수칙,たんけんこころえ,Adventure Guide
Strange Souvenir,Bibelot Bizarre,Strano ninnolo,Skurriloskulptur,Estatuilla Rara,이상한장식품,ふしぎなおきもの,Strange Souvenir
Lens Case,Boîte Lentilles,Portalenti,Linsenetui,Portalentillas,렌즈케이스,レンズケース,Lens Case
Makeup Bag,Trousse Beauté,Trousse,Kosmetiketui,Kit Maquillaje,코스메틱파우치,コスメポーチ,Makeup Bag
Travel Trunk,Malle Penderie,Baule per abiti,Kleiderkoffer,Maleta,의상트렁크,いしょうトランク,Travel Trunk
Lumiose Galette,Galette Illumis,Pan di Lumi,Illumina-Galette,Crêpe Luminalia,미르갈레트,ミアレガレット,Lumiose Galette
Shalour Sable,Sablé Yantreizh,Yantafrollino,Yantara-Sablé,Galleta Yantra,사라사블레,シャラサブレ,Shalour Sable
Jaw Fossil,Fossile Mâchoire,Fossilmascella,Kieferfossil,Fósil Mandíbula,턱화석,アゴのカセキ,Jaw Fossil
Sail Fossil,Fossile Nageoire,Fossilpinna,Flossenfossil,Fósil Aleta,지느러미화석,ヒレのカセキ,Sail Fossil
Looker Ticket,Ticket Beladonis,Carta Bellocchio,LeBelle-Ticket,Boleto Handsome,핸섬티켓,ハンサムチケット,Looker Ticket
Bike,Bicyclette,Bicicletta,Fahrrad,Bici,자전거,じてんしゃ,Bike
Holo Caster,Holokit,Holovox,Holo-Log,Holomisor,홀로캐스터,ホロキャスター,Holo Caster
Fairy Gem,Joyau Fée,Bijoufolletto,Feenjuwel,Gema Hada,페어리주얼,ようせいジュエル,Fairy Gem
Mega Charm,Méga-Charme,Megaciondolo,Megaillon,Megacolgante,메가참,メガチャーム,Mega Charm
Mega Glove,Méga-Gant,Megaguanto,Mega-Handschuh,Megaguante,메가글러브,メガグローブ,Mega Glove
Mach Bike,Vélo de Course,Bici da corsa,Eilrad,Bici de Carreras,마하자전거,マッハじてんしゃ,Mach Bike
Acro Bike,Vélo Cross,Bici da cross,Kunstrad,Bici Acrobática,더트자전거,ダートじてんしゃ,Acro Bike
Wailmer Pail,Wailmerrosoir,Vaso Wailmer,Wailmerkanne,Wailmegadera,고래왕자물뿌리개,ホエルコじょうろ,Wailmer Pail
Devon Parts,Pack Devon,Merce Devon,Devon-Waren,Piezas Devon,데봉화물,デボンのにもつ,Devon Parts
Soot Sack,Sac à Suie,Sacco cenere,Aschetasche,Saco Hollín,재주머니,はいぶくろ,Soot Sack
Basement Key,Clé Sous-Sol,Chiave sotterr.,Kelleröffner,Llave del Sótano,지하열쇠,ちかのカギ,Basement Key
Pokéblock Kit,Kit Pokébloc,Kit Pokémelle,Pokériegel-Set,Kit de Pokécubos,포켓몬스넥키트,ポロックキット,Pokéblock Kit
Letter,Lettre à Pierre,Lettera,Brief an Troy,Carta a Máximo,성호에게줄편지,ダイゴへのてがみ,Letter
Eon Ticket,Passe Éon,Biglietto Eone,Äon-Ticket,Ticket Eón,무한티켓,むげんのチケット,Eon Ticket
Scanner,Scanner,Scanner,Scanner,Escáner,탐지기,たんちき,Scanner
Go-Goggles,Lunettes Sable,Occhialoni,Wüstenbrille,Gafas Aislantes,고고고글,ゴーゴーゴーグル,Go-Goggles
Meteorite,Météorite,Meteorite,Meteorit,Meteorito,운석,いんせき,Meteorite
Key to Room 1,Clé Salle 1,Chiave stanza 1,R1-Schlüssel,Ll. Habitación 1,1호실열쇠,１ごうしつのカギ,Key to Room 1
Key to Room 2,Clé Salle 2,Chiave stanza 2,R2-Schlüssel,Ll. Habitación 2,2호실열쇠,２ごうしつのカギ,Key to Room 2
Key to Room 4,Clé Salle 4,Chiave stanza 4,R4-Schlüssel,Ll. Habitación 4,4호실열쇠,４ごうしつのカギ,Key to Room 4
Key to Room 6,Clé Salle 6,Chiave stanza 6,R6-Schlüssel,Ll. Habitación 6,6호실열쇠,６ごうしつのカギ,Key to Room 6
Storage Key,Clé Stockage,Chiave magazzino,Lagerschlüssel,Llave Almacén,창고열쇠,そうこのカギ,Storage Key
Devon Scope,Devon Scope,Devonscopio,Devon-Scope,Detector Devon,데봉스코프,デボンスコープ,Devon Scope
S.S. Ticket,Passe Bateau,Biglietto nave,Bootsticket,Ticket Barco,승선티켓,ふねのチケット,S.S. Ticket
HM07,CS07,MN07,VM07,MO07,비전머신07,ひでんマシン０７,HM07
Devon Scuba Gear,Plongeur Devon,Maschera Devon,Devon-Atemgerät,Bombona Devon,데봉봄베,デボンボンベ,Devon Scuba Gear
Contest Costume,Costume Live,Costume Live,Live-Anzug,Traje de Gala,라이브슈트,ライブスーツ,Contest Costume
