en,fr,es,it
"Leur affrontement plongea jadis le monde dans le chaos, asséchant ou noyant les terres sans fin. \nlC’est alors que \c[2]Rayquaza\c[0], gardien du ciel, descendit des cieux pour apaiser les deux colosses. \nlOn raconte qu’il veille encore, caché au sommet d’une tour si haute qu’elle transperce les nuages, mais que seuls ceux ayant réuni les deux objets ancestraux\nlà l'origine du chaos pourront le rencontrer et voir son véritable pouvoir.""","Leur affrontement plongea jadis le monde dans le chaos, asséchant ou noyant les terres sans fin. \nlC’est alors que \c[2]Rayquaza\c[0], gardien du ciel, descendit des cieux pour apaiser les deux colosses. \nlOn raconte qu’il veille encore, caché au sommet d’une tour si haute qu’elle transperce les nuages, mais que seuls ceux ayant réuni les deux objets ancestraux\nlà l'origine du chaos pourront le rencontrer et voir son véritable pouvoir.""","Leur affrontement plongea jadis le monde dans le chaos, asséchant ou noyant les terres sans fin. \nlC’est alors que \c[2]Rayquaza\c[0], gardien du ciel, descendit des cieux pour apaiser les deux colosses. \nlOn raconte qu’il veille encore, caché au sommet d’une tour si haute qu’elle transperce les nuages, mais que seuls ceux ayant réuni les deux objets ancestraux\nlà l'origine du chaos pourront le rencontrer et voir son véritable pouvoir.""","Leur affrontement plongea jadis le monde dans le chaos, asséchant ou noyant les terres sans fin. \nlC’est alors que \c[2]Rayquaza\c[0], gardien du ciel, descendit des cieux pour apaiser les deux colosses. \nlOn raconte qu’il veille encore, caché au sommet d’une tour si haute qu’elle transperce les nuages, mais que seuls ceux ayant réuni les deux objets ancestraux\nlà l'origine du chaos pourront le rencontrer et voir son véritable pouvoir."""
:[align=center]:\s[i]Voulez-vous partir à la recherche des Ancestraux ?\s[r],:[align=center]:\s[i]Voulez-vous partir à la recherche des Ancestraux ?\s[r],:[align=center]:\s[i]Voulez-vous partir à la recherche des Ancestraux ?\s[r],:[align=center]:\s[i]Voulez-vous partir à la recherche des Ancestraux ?\s[r]
Oui !,Oui !,Oui !,Oui !
Non.,Non.,Non.,Non.
"""Les Créateurs sont composés de \c[2]Dialga\c[0], \c[2]Palkia\c[0] et \c[2]Giratina\c[0].\nlTous trois obéissent à la volonté de \c[2]Arceus\c[0], le Dieu \c[2]Pokémon\c[0], source de toute existence.","""Les Créateurs sont composés de \c[2]Dialga\c[0], \c[2]Palkia\c[0] et \c[2]Giratina\c[0].\nlTous trois obéissent à la volonté de \c[2]Arceus\c[0], le Dieu \c[2]Pokémon\c[0], source de toute existence.","""Les Créateurs sont composés de \c[2]Dialga\c[0], \c[2]Palkia\c[0] et \c[2]Giratina\c[0].\nlTous trois obéissent à la volonté de \c[2]Arceus\c[0], le Dieu \c[2]Pokémon\c[0], source de toute existence.","""Les Créateurs sont composés de \c[2]Dialga\c[0], \c[2]Palkia\c[0] et \c[2]Giratina\c[0].\nlTous trois obéissent à la volonté de \c[2]Arceus\c[0], le Dieu \c[2]Pokémon\c[0], source de toute existence."
"\c[2]Dialga\c[0], maître du temps, fit couler les secondes comme un fleuve d’argent.\nl\c[2]Palkia\c[0], souverain de l’espace, étira le vide infini pour donner forme au monde.\nlEnsemble, ils façonnèrent la matière et la vie... mais de cette union naquit aussi l’antimatière, incarnée par \c[2]Giratina\c[0].","\c[2]Dialga\c[0], maître du temps, fit couler les secondes comme un fleuve d’argent.\nl\c[2]Palkia\c[0], souverain de l’espace, étira le vide infini pour donner forme au monde.\nlEnsemble, ils façonnèrent la matière et la vie... mais de cette union naquit aussi l’antimatière, incarnée par \c[2]Giratina\c[0].","\c[2]Dialga\c[0], maître du temps, fit couler les secondes comme un fleuve d’argent.\nl\c[2]Palkia\c[0], souverain de l’espace, étira le vide infini pour donner forme au monde.\nlEnsemble, ils façonnèrent la matière et la vie... mais de cette union naquit aussi l’antimatière, incarnée par \c[2]Giratina\c[0].","\c[2]Dialga\c[0], maître du temps, fit couler les secondes comme un fleuve d’argent.\nl\c[2]Palkia\c[0], souverain de l’espace, étira le vide infini pour donner forme au monde.\nlEnsemble, ils façonnèrent la matière et la vie... mais de cette union naquit aussi l’antimatière, incarnée par \c[2]Giratina\c[0]."
"Refusant l’équilibre, \c[2]Giratina\c[0] chercha à plonger la création dans le néant.\nlPour le contenir, \c[2]Arceus\c[0] ouvrit une brèche vers un royaume inversé : le \nlMonde Distorsion, miroir brisé de la réalité.\nlDepuis, \c[2]Dialga\c[0] et \c[2]Palkia\c[0] demeurent séparés, chacun régnant sur son propre flux temporel et spatial.\nlOn dit que leurs voix résonnent encore parmi \nlles failles spatio-temporelles des Colonnes Lances, au sommet du Mont Couronné, là où le ciel touche la création elle-même…","Refusant l’équilibre, \c[2]Giratina\c[0] chercha à plonger la création dans le néant.\nlPour le contenir, \c[2]Arceus\c[0] ouvrit une brèche vers un royaume inversé : le \nlMonde Distorsion, miroir brisé de la réalité.\nlDepuis, \c[2]Dialga\c[0] et \c[2]Palkia\c[0] demeurent séparés, chacun régnant sur son propre flux temporel et spatial.\nlOn dit que leurs voix résonnent encore parmi \nlles failles spatio-temporelles des Colonnes Lances, au sommet du Mont Couronné, là où le ciel touche la création elle-même…","Refusant l’équilibre, \c[2]Giratina\c[0] chercha à plonger la création dans le néant.\nlPour le contenir, \c[2]Arceus\c[0] ouvrit une brèche vers un royaume inversé : le \nlMonde Distorsion, miroir brisé de la réalité.\nlDepuis, \c[2]Dialga\c[0] et \c[2]Palkia\c[0] demeurent séparés, chacun régnant sur son propre flux temporel et spatial.\nlOn dit que leurs voix résonnent encore parmi \nlles failles spatio-temporelles des Colonnes Lances, au sommet du Mont Couronné, là où le ciel touche la création elle-même…","Refusant l’équilibre, \c[2]Giratina\c[0] chercha à plonger la création dans le néant.\nlPour le contenir, \c[2]Arceus\c[0] ouvrit une brèche vers un royaume inversé : le \nlMonde Distorsion, miroir brisé de la réalité.\nlDepuis, \c[2]Dialga\c[0] et \c[2]Palkia\c[0] demeurent séparés, chacun régnant sur son propre flux temporel et spatial.\nlOn dit que leurs voix résonnent encore parmi \nlles failles spatio-temporelles des Colonnes Lances, au sommet du Mont Couronné, là où le ciel touche la création elle-même…"
:[align=center]:\s[i]Voulez-vous partir à la recherche des Ancestraux ?\s[r],:[align=center]:\s[i]Voulez-vous partir à la recherche des Ancestraux ?\s[r],:[align=center]:\s[i]Voulez-vous partir à la recherche des Ancestraux ?\s[r],:[align=center]:\s[i]Voulez-vous partir à la recherche des Ancestraux ?\s[r]
Oui !,Oui !,Oui !,Oui !
Non.,Non.,Non.,Non.
QUETE PAS IMPLANTEE ! ! !,QUETE PAS IMPLANTEE ! ! !,QUETE PAS IMPLANTEE ! ! !,QUETE PAS IMPLANTEE ! ! !
Je crois avoir lu tous les livres de la bibliothèque !,Je crois avoir lu tous les livres de la bibliothèque !,Je crois avoir lu tous les livres de la bibliothèque !,Je crois avoir lu tous les livres de la bibliothèque !
:[align=center]:\s[i]Cette poubelle est vide[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\s[r],:[align=center]:\s[i]Cette poubelle est vide[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\s[r],:[align=center]:\s[i]Cette poubelle est vide[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\s[r],:[align=center]:\s[i]Cette poubelle est vide[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10]\s[r]
":[face=250,Chen;name=Prof. Chen]:Bonjour, jeune padawan !\nlJe suis le professeur Chen et directeur de cette école. \nlTu t'appelles \n[1] ? \nlMmm[WAIT 10] .[WAIT 20] .[WAIT 30] . [WAIT 60]",":[face=250,Chen;name=Prof. Chen]:Bonjour, jeune padawan !\nlJe suis le professeur Chen et directeur de cette école. \nlTu t'appelles \n[1] ? \nlMmm[WAIT 10] .[WAIT 20] .[WAIT 30] . [WAIT 60]",":[face=250,Chen;name=Prof. Chen]:Bonjour, jeune padawan !\nlJe suis le professeur Chen et directeur de cette école. \nlTu t'appelles \n[1] ? \nlMmm[WAIT 10] .[WAIT 20] .[WAIT 30] . [WAIT 60]",":[face=250,Chen;name=Prof. Chen]:Bonjour, jeune padawan !\nlJe suis le professeur Chen et directeur de cette école. \nlTu t'appelles \n[1] ? \nlMmm[WAIT 10] .[WAIT 20] .[WAIT 30] . [WAIT 60]"
":[face=250,Chen;name=Prof. Chen]:Je confirme que tu es bien sur ma liste d'inscrits !",":[face=250,Chen;name=Prof. Chen]:Je confirme que tu es bien sur ma liste d'inscrits !",":[face=250,Chen;name=Prof. Chen]:Je confirme que tu es bien sur ma liste d'inscrits !",":[face=250,Chen;name=Prof. Chen]:Je confirme que tu es bien sur ma liste d'inscrits !"
":[face=250,Chen;name=Prof. Chen]:Veux-tu passer le quizz pour avoir ton diplôme théorique de dresseur ?",":[face=250,Chen;name=Prof. Chen]:Veux-tu passer le quizz pour avoir ton diplôme théorique de dresseur ?",":[face=250,Chen;name=Prof. Chen]:Veux-tu passer le quizz pour avoir ton diplôme théorique de dresseur ?",":[face=250,Chen;name=Prof. Chen]:Veux-tu passer le quizz pour avoir ton diplôme théorique de dresseur ?"
Oui !,Oui !,Oui !,Oui !
Non.,Non.,Non.,Non.
":[face=250,Chen;name=Prof. Chen]: Très bien, tu auras cinq questions.",":[face=250,Chen;name=Prof. Chen]: Très bien, tu auras cinq questions.",":[face=250,Chen;name=Prof. Chen]: Très bien, tu auras cinq questions.",":[face=250,Chen;name=Prof. Chen]: Très bien, tu auras cinq questions."
":[face=250,Chen;name=Prof. Chen]: Question 1 : De quel type est le \c[2]Pokemon Evoli\c[0] ?",":[face=250,Chen;name=Prof. Chen]: Question 1 : De quel type est le \c[2]Pokemon Evoli\c[0] ?",":[face=250,Chen;name=Prof. Chen]: Question 1 : De quel type est le \c[2]Pokemon Evoli\c[0] ?",":[face=250,Chen;name=Prof. Chen]: Question 1 : De quel type est le \c[2]Pokemon Evoli\c[0] ?"
Normal,Normal,Normal,Normal
Electrique,Electrique,Electrique,Electrique
Eau ,Eau ,Eau ,Eau 
Vol,Vol,Vol,Vol
":[face=250,Chen;name=Prof. Chen]:Exact !\nlQuestion 2 : Qu'est-ce qu'un Pokédex ?",":[face=250,Chen;name=Prof. Chen]:Exact !\nlQuestion 2 : Qu'est-ce qu'un Pokédex ?",":[face=250,Chen;name=Prof. Chen]:Exact !\nlQuestion 2 : Qu'est-ce qu'un Pokédex ?",":[face=250,Chen;name=Prof. Chen]:Exact !\nlQuestion 2 : Qu'est-ce qu'un Pokédex ?"
Un livre sur les Pokemon,Un livre sur les Pokemon,Un livre sur les Pokemon,Un livre sur les Pokemon
Un Pokemon électronique,Un Pokemon électronique,Un Pokemon électronique,Un Pokemon électronique
Une encyclopedie Pokemon,Une encyclopedie Pokemon,Une encyclopedie Pokemon,Une encyclopedie Pokemon
Le Pokemon s'appelant  Dex,Le Pokemon s'appelant  Dex,Le Pokemon s'appelant  Dex,Le Pokemon s'appelant  Dex
":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !"
":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !"
":[face=250,Chen;name=Prof. Chen]:Exact !\nlQuestion 3 : Lequel de ces \c[2]Pokemon\c[0] peut évoluer par bonheur ?",":[face=250,Chen;name=Prof. Chen]:Exact !\nlQuestion 3 : Lequel de ces \c[2]Pokemon\c[0] peut évoluer par bonheur ?",":[face=250,Chen;name=Prof. Chen]:Exact !\nlQuestion 3 : Lequel de ces \c[2]Pokemon\c[0] peut évoluer par bonheur ?",":[face=250,Chen;name=Prof. Chen]:Exact !\nlQuestion 3 : Lequel de ces \c[2]Pokemon\c[0] peut évoluer par bonheur ?"
Pikachu,Pikachu,Pikachu,Pikachu
Rattata,Rattata,Rattata,Rattata
Mimitos,Mimitos,Mimitos,Mimitos
Evoli,Evoli,Evoli,Evoli
":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !"
":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !"
":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !"
":[face=250,Chen;name=Prof. Chen]:Exact !\nlQuestion 4 : Un \c[2]Pokemon\c[0] de type roche est mon ennemi, qui dois-je envoyer pour avoir le plus de chance de gagner ?",":[face=250,Chen;name=Prof. Chen]:Exact !\nlQuestion 4 : Un \c[2]Pokemon\c[0] de type roche est mon ennemi, qui dois-je envoyer pour avoir le plus de chance de gagner ?",":[face=250,Chen;name=Prof. Chen]:Exact !\nlQuestion 4 : Un \c[2]Pokemon\c[0] de type roche est mon ennemi, qui dois-je envoyer pour avoir le plus de chance de gagner ?",":[face=250,Chen;name=Prof. Chen]:Exact !\nlQuestion 4 : Un \c[2]Pokemon\c[0] de type roche est mon ennemi, qui dois-je envoyer pour avoir le plus de chance de gagner ?"
Eau,Eau,Eau,Eau
Normal,Normal,Normal,Normal
Electrique,Electrique,Electrique,Electrique
Feu,Feu,Feu,Feu
":[face=250,Chen;name=Prof. Chen]:Exact !\nlQuestion 5 : Comment s'appelle le \c[2]Pokemon légendaire\c[0] gardien de la forêt enchantée ?",":[face=250,Chen;name=Prof. Chen]:Exact !\nlQuestion 5 : Comment s'appelle le \c[2]Pokemon légendaire\c[0] gardien de la forêt enchantée ?",":[face=250,Chen;name=Prof. Chen]:Exact !\nlQuestion 5 : Comment s'appelle le \c[2]Pokemon légendaire\c[0] gardien de la forêt enchantée ?",":[face=250,Chen;name=Prof. Chen]:Exact !\nlQuestion 5 : Comment s'appelle le \c[2]Pokemon légendaire\c[0] gardien de la forêt enchantée ?"
Victini,Victini,Victini,Victini
Crefadet,Crefadet,Crefadet,Crefadet
Celebi,Celebi,Celebi,Celebi
Shaymin,Shaymin,Shaymin,Shaymin
":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !"
":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !"
":[face=250,Chen;name=Prof. Chen]:Exact !\nlC'est un sans faute ! \nlBravo ! \nlJe t'incris dans les élèves admis à l'épreuve théorique, tu peux passer à la pratique maintenant. ",":[face=250,Chen;name=Prof. Chen]:Exact !\nlC'est un sans faute ! \nlBravo ! \nlJe t'incris dans les élèves admis à l'épreuve théorique, tu peux passer à la pratique maintenant. ",":[face=250,Chen;name=Prof. Chen]:Exact !\nlC'est un sans faute ! \nlBravo ! \nlJe t'incris dans les élèves admis à l'épreuve théorique, tu peux passer à la pratique maintenant. ",":[face=250,Chen;name=Prof. Chen]:Exact !\nlC'est un sans faute ! \nlBravo ! \nlJe t'incris dans les élèves admis à l'épreuve théorique, tu peux passer à la pratique maintenant. "
":[face=250,Chen;name=Prof. Chen]:Je pense que ton adversaire t'attend déjà dehors.\nlBonne chance !",":[face=250,Chen;name=Prof. Chen]:Je pense que ton adversaire t'attend déjà dehors.\nlBonne chance !",":[face=250,Chen;name=Prof. Chen]:Je pense que ton adversaire t'attend déjà dehors.\nlBonne chance !",":[face=250,Chen;name=Prof. Chen]:Je pense que ton adversaire t'attend déjà dehors.\nlBonne chance !"
":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !"
":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !"
":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !"
":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !"
":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !"
":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !"
":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !"
":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !"
":[face=250,Chen;name=Prof. Chen]: Très bien, tu auras cinq questions.",":[face=250,Chen;name=Prof. Chen]: Très bien, tu auras cinq questions.",":[face=250,Chen;name=Prof. Chen]: Très bien, tu auras cinq questions.",":[face=250,Chen;name=Prof. Chen]: Très bien, tu auras cinq questions."
":[face=250,Chen;name=Prof. Chen]: Quetion 1 : De quel type est le \c[2]Pokemon Roucool\c[0] ?",":[face=250,Chen;name=Prof. Chen]: Quetion 1 : De quel type est le \c[2]Pokemon Roucool\c[0] ?",":[face=250,Chen;name=Prof. Chen]: Quetion 1 : De quel type est le \c[2]Pokemon Roucool\c[0] ?",":[face=250,Chen;name=Prof. Chen]: Quetion 1 : De quel type est le \c[2]Pokemon Roucool\c[0] ?"
Electrique,Electrique,Electrique,Electrique
Eau,Eau,Eau,Eau
Vol,Vol,Vol,Vol
Feu,Feu,Feu,Feu
":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !"
":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !",":[face=250,Chen;name=Prof. Chen]: C'est une mauvaise réponse[WAIT 10].[WAIT 10].[WAIT 10].[WAIT 10] \nlTu tenteras de nouveau une prochaine fois !"
